"MUT";"SRUN";"SCT";"SAVGTCT";"SCTCT";"TRUN";"TCT";"TAVGTCT";"TCTCT"
314;153;48932;2,25;719,59;170;53858;2,50;792,03
315;152;49084;2,24;721,82;171;54029;2,51;794,54
316;156;49240;2,29;724,12;170;54199;2,50;797,04
317;153;49393;2,25;726,37;170;54369;2,50;799,54
318;152;49545;2,24;728,60;168;54537;2,47;802,01
319;152;49697;2,24;730,84;171;54708;2,51;804,53
320;155;49852;2,28;733,12;170;54878;2,50;807,03
321;154;50006;2,26;735,38;168;55046;2,47;809,50
322;152;50158;2,24;737,62;170;55216;2,50;812,00
323;151;50309;2,22;739,84;169;55385;2,49;814,49
324;155;50464;2,28;742,12;171;55556;2,51;817,00
325;152;50616;2,24;744,35;169;55725;2,49;819,49
326;152;50768;2,24;746,59;168;55893;2,47;821,96
327;152;50920;2,24;748,82;167;56060;2,46;824,41
328;154;51074;2,26;751,09;169;56229;2,49;826,90
329;153;51227;2,25;753,34;172;56401;2,53;829,43
330;155;51382;2,28;755,62;170;56571;2,50;831,93
331;152;51534;2,24;757,85;171;56742;2,51;834,44
332;155;51689;2,28;760,13;167;56909;2,46;836,90
333;152;51841;2,24;762,37;173;57082;2,54;839,44
334;154;51995;2,26;764,63;170;57252;2,50;841,94
335;150;52145;2,21;766,84;171;57423;2,51;844,46
336;155;52300;2,28;769,12;169;57592;2,49;846,94
337;154;52454;2,26;771,38;173;57765;2,54;849,49
338;154;52608;2,26;773,65;170;57935;2,50;851,99
339;155;52763;2,28;775,93;168;58103;2,47;854,46
340;154;52917;2,26;778,19;168;58271;2,47;856,93
341;153;53070;2,25;780,44;173;58444;2,54;859,47
342;155;53225;2,28;782,72;168;58612;2,47;861,94
343;153;53378;2,25;784,97;169;58781;2,49;864,43
344;154;53532;2,26;787,24;171;58952;2,51;866,94
345;155;53687;2,28;789,51;169;59121;2,49;869,43
346;152;53839;2,24;791,75;170;59291;2,50;871,93
347;153;53992;2,25;794,00;172;59463;2,53;874,46
348;156;54148;2,29;796,29;167;59630;2,46;876,91
349;154;54302;2,26;798,56;169;59799;2,49;879,40
350;151;54453;2,22;800,78;170;59969;2,50;881,90
351;152;54605;2,24;803,01;173;60142;2,54;884,44
