2023-12-18 07:47:17.231325356+00:00 - START TIME
2023-12-18 07:47:17.232594945+00:00 - BEGIN BUILDING TEST APK
2023-12-18 07:48:23.139958775+00:00 - END BUILDING TEST APK
2023-12-18 07:48:23.140874074+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 07:48:23.147084300+00:00 - STARTING EMULATOR FOR MUTANT ORIGINAL_PROGRAM
2023-12-18 07:49:08.212322506+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 07:49:09.094832017+00:00 - END INSTALLING TEST APK
2023-12-18 07:49:09.096850335+00:00 - BEGIN RUNNING MUTANT ORIGINAL_PROGRAM
tr: operando extra "cd"
Só uma expressão pode ser dada ao apagar sem espremer repetições.
Tente "tr --help" para mais informação.
 - BEGIN BUILDING MUTANT APK ORIGINAL_PROGRAM
2023-12-18 07:49:53.051917661+00:00 - END BUILDING MUTANT APK ORIGINAL_PROGRAM
2023-12-18 07:49:53.052785361+00:00 - BEGIN INSTALLING MUTANT APK ORIGINAL_PROGRAM
2023-12-18 07:49:53.209877476+00:00 - END INSTALLING MUTANT APK ORIGINAL_PROGRAM
2023-12-18 07:56:13.704072038+00:00 - END RUNNING MUTANT ORIGINAL_PROGRAM
2023-12-18 07:56:13.705414225+00:00 - STOPING EMULATOR FOR MUTANT ORIGINAL_PROGRAM
2023-12-18 07:56:23.715375190+00:00 - STARTING EMULATOR FOR MUTANT YAOTP_2_BinaryMutator
2023-12-18 07:57:08.743229429+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 07:57:10.248528468+00:00 - END INSTALLING TEST APK
2023-12-18 07:57:10.250420459+00:00 - BEGIN RUNNING MUTANT YAOTP_2_BinaryMutator
tr: operando extra "cd"
Só uma expressão pode ser dada ao apagar sem espremer repetições.
Tente "tr --help" para mais informação.
 - BEGIN BUILDING MUTANT APK YAOTP_2_BinaryMutator
2023-12-18 07:57:50.136239280+00:00 - END BUILDING MUTANT APK YAOTP_2_BinaryMutator
2023-12-18 07:57:50.137428545+00:00 - BEGIN INSTALLING MUTANT APK YAOTP_2_BinaryMutator
2023-12-18 07:57:50.269509339+00:00 - END INSTALLING MUTANT APK YAOTP_2_BinaryMutator
2023-12-18 08:04:12.498872154+00:00 - END RUNNING MUTANT YAOTP_2_BinaryMutator
2023-12-18 08:04:12.503064449+00:00 - STOPING EMULATOR FOR MUTANT YAOTP_2_BinaryMutator
2023-12-18 08:04:22.511095230+00:00 - STARTING EMULATOR FOR MUTANT YAOTP_3_BinaryMutator
2023-12-18 08:05:07.537894953+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 08:05:07.863447668+00:00 - END INSTALLING TEST APK
2023-12-18 08:05:07.864598327+00:00 - BEGIN RUNNING MUTANT YAOTP_3_BinaryMutator
tr: operando extra "cd"
Só uma expressão pode ser dada ao apagar sem espremer repetições.
Tente "tr --help" para mais informação.
 - BEGIN BUILDING MUTANT APK YAOTP_3_BinaryMutator
2023-12-18 08:05:49.230195300+00:00 - END BUILDING MUTANT APK YAOTP_3_BinaryMutator
2023-12-18 08:05:49.231165848+00:00 - BEGIN INSTALLING MUTANT APK YAOTP_3_BinaryMutator
2023-12-18 08:05:49.368047992+00:00 - END INSTALLING MUTANT APK YAOTP_3_BinaryMutator
2023-12-18 09:21:13.929139998+00:00 - END RUNNING MUTANT YAOTP_3_BinaryMutator
2023-12-18 09:21:13.930095449+00:00 - STOPING EMULATOR FOR MUTANT YAOTP_3_BinaryMutator
