2023-12-18 11:42:07.867384876+00:00 - START TIME
2023-12-18 11:42:07.868311573+00:00 - BEGIN BUILDING TEST APK
2023-12-18 11:43:16.574657274+00:00 - END BUILDING TEST APK
2023-12-18 11:43:16.575603787+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 11:43:16.580000449+00:00 - STARTING EMULATOR FOR MUTANT EntryAdapter_10_BinaryMutator
2023-12-18 11:44:01.595491599+00:00 - BEGIN INSTALLING TEST APK
2023-12-18 11:44:02.944789806+00:00 - END INSTALLING TEST APK
2023-12-18 11:44:02.955173260+00:00 - BEGIN RUNNING MUTANT EntryAdapter_10_BinaryMutator
tr: operando extra "cd"
Só uma expressão pode ser dada ao apagar sem espremer repetições.
Tente "tr --help" para mais informação.
 - BEGIN BUILDING MUTANT APK EntryAdapter_10_BinaryMutator
2023-12-18 11:44:06.083848371+00:00 - END BUILDING MUTANT APK EntryAdapter_10_BinaryMutator
2023-12-18 11:44:06.085061406+00:00 - BEGIN INSTALLING MUTANT APK EntryAdapter_10_BinaryMutator
2023-12-18 11:44:07.975953434+00:00 - END INSTALLING MUTANT APK EntryAdapter_10_BinaryMutator
2023-12-18 11:49:11.488414234+00:00 - END RUNNING MUTANT EntryAdapter_10_BinaryMutator
2023-12-18 11:49:11.489552114+00:00 - STOPING EMULATOR FOR MUTANT EntryAdapter_10_BinaryMutator
2023-12-18 11:49:21.491391618+00:00 - END TIME
