2023-12-06	17:50:01.340393081+00:00	 -	END RUNNING MUTANT 17005
2023-12-06	17:50:01.341344711+00:00	 -	STOPPING EMULATOR FOR MUTANT 17005
2023-12-06	17:50:11.350862060+00:00	 -	STARTING EMULATOR FOR MUTANT 18005
2023-12-06	17:50:47.363615226+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	17:50:48.546946636+00:00	 -	END INSTALLING TEST APK
2023-12-06	17:50:48.548077109+00:00	 -	BEGIN RUNNING MUTANT 18005
2023-12-06	17:52:18.831324628+00:00	 -	END RUNNING MUTANT 18005
2023-12-06	17:52:18.832660932+00:00	 -	STOPPING EMULATOR FOR MUTANT 18005
2023-12-06	17:52:28.837630194+00:00	 -	STARTING EMULATOR FOR MUTANT 19005
2023-12-06	17:53:04.846961929+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	17:53:06.230539956+00:00	 -	END INSTALLING TEST APK
2023-12-06	17:53:06.231870113+00:00	 -	BEGIN RUNNING MUTANT 19005
2023-12-06	17:58:11.513079163+00:00	 -	END RUNNING MUTANT 19005
2023-12-06	17:58:11.514081418+00:00	 -	STOPPING EMULATOR FOR MUTANT 19005
2023-12-06	17:58:21.518702438+00:00	 -	STARTING EMULATOR FOR MUTANT 20005
2023-12-06	17:58:57.530579780+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	17:58:58.363630120+00:00	 -	END INSTALLING TEST APK
2023-12-06	17:58:58.364933415+00:00	 -	BEGIN RUNNING MUTANT 20005
2023-12-06	18:00:30.238724874+00:00	 -	END RUNNING MUTANT 20005
2023-12-06	18:00:30.239644882+00:00	 -	STOPPING EMULATOR FOR MUTANT 20005
2023-12-06	18:00:40.243323129+00:00	 -	STARTING EMULATOR FOR MUTANT 21005
2023-12-06	18:01:16.251637090+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	18:01:17.480160607+00:00	 -	END INSTALLING TEST APK
2023-12-06	18:01:17.481382769+00:00	 -	BEGIN RUNNING MUTANT 21005
2023-12-06	18:02:47.720922231+00:00	 -	END RUNNING MUTANT 21005
2023-12-06	18:02:47.721875966+00:00	 -	STOPPING EMULATOR FOR MUTANT 21005
2023-12-06	18:02:57.726501032+00:00	 -	STARTING EMULATOR FOR MUTANT 6
2023-12-06	18:03:33.735866873+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	18:03:34.757264845+00:00	 -	END INSTALLING TEST APK
2023-12-06	18:03:34.758645020+00:00	 -	BEGIN RUNNING MUTANT 6
2023-12-06	18:08:42.073976364+00:00	 -	END RUNNING MUTANT 6
2023-12-06	18:08:42.074929699+00:00	 -	STOPPING EMULATOR FOR MUTANT 6
2023-12-06	18:08:52.079465801+00:00	 -	STARTING EMULATOR FOR MUTANT 1006
2023-12-06	18:09:28.090887263+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	18:09:29.045282963+00:00	 -	END INSTALLING TEST APK
2023-12-06	18:09:29.046450982+00:00	 -	BEGIN RUNNING MUTANT 1006
2023-12-06	18:14:34.782851388+00:00	 -	END RUNNING MUTANT 1006
2023-12-06	18:14:34.784073906+00:00	 -	STOPPING EMULATOR FOR MUTANT 1006
2023-12-18	10:18:54.495122937+00:00	 -	STARTING EMULATOR FOR MUTANT 2006
2023-12-18	10:19:39.535062869+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-18	10:19:40.208860508+00:00	 -	END INSTALLING TEST APK
2023-12-18	10:19:40.210088654+00:00	 -	BEGIN RUNNING MUTANT 2006
2023-12-18	10:26:41.912401836+00:00	 -	END RUNNING MUTANT 2006
2023-12-18	10:26:41.913315699+00:00	 -	STOPPING EMULATOR FOR MUTANT 2006
2023-12-18	10:26:51.917944533+00:00	 -	STARTING EMULATOR FOR MUTANT 3006
2023-12-18	10:27:36.955654858+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-18	10:27:38.642097110+00:00	 -	END INSTALLING TEST APK
2023-12-18	10:27:38.643917924+00:00	 -	BEGIN RUNNING MUTANT 3006
2023-12-18	10:34:32.702240801+00:00	 -	END RUNNING MUTANT 3006
2023-12-18	10:34:32.703438722+00:00	 -	STOPPING EMULATOR FOR MUTANT 3006
2023-12-06	23:58:24.106226456+00:00	 -	STARTING EMULATOR FOR MUTANT 4006
2023-12-06	23:59:00.117458455+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-06	23:59:03.508405464+00:00	 -	END INSTALLING TEST APK
2023-12-06	23:59:03.509905046+00:00	 -	BEGIN RUNNING MUTANT 4006
2023-12-07	00:04:47.433133692+00:00	 -	END RUNNING MUTANT 4006
2023-12-07	00:04:47.434431932+00:00	 -	STOPPING EMULATOR FOR MUTANT 4006
2023-12-07	00:04:57.439140554+00:00	 -	STARTING EMULATOR FOR MUTANT 5006
2023-12-07	00:05:33.451646003+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:05:34.156065205+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:05:34.157373998+00:00	 -	BEGIN RUNNING MUTANT 5006
2023-12-07	00:10:53.703797064+00:00	 -	END RUNNING MUTANT 5006
2023-12-07	00:10:53.705063292+00:00	 -	STOPPING EMULATOR FOR MUTANT 5006
2023-12-07	00:11:03.709807913+00:00	 -	STARTING EMULATOR FOR MUTANT 6006
2023-12-07	00:11:39.722073269+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:11:40.831886901+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:11:40.833085201+00:00	 -	BEGIN RUNNING MUTANT 6006
2023-12-07	00:16:59.993455998+00:00	 -	END RUNNING MUTANT 6006
2023-12-07	00:16:59.994685233+00:00	 -	STOPPING EMULATOR FOR MUTANT 6006
2023-12-07	00:17:09.999106093+00:00	 -	STARTING EMULATOR FOR MUTANT 7006
2023-12-07	00:17:46.010196313+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:17:46.885332922+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:17:46.886529594+00:00	 -	BEGIN RUNNING MUTANT 7006
2023-12-07	00:23:04.873852489+00:00	 -	END RUNNING MUTANT 7006
2023-12-07	00:23:04.874807179+00:00	 -	STOPPING EMULATOR FOR MUTANT 7006
2023-12-07	00:23:14.881550790+00:00	 -	STARTING EMULATOR FOR MUTANT 8006
2023-12-07	00:23:50.890133708+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:23:51.664518789+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:23:51.665696530+00:00	 -	BEGIN RUNNING MUTANT 8006
2023-12-07	00:29:15.784015049+00:00	 -	END RUNNING MUTANT 8006
2023-12-07	00:29:15.784940005+00:00	 -	STOPPING EMULATOR FOR MUTANT 8006
2023-12-07	00:29:25.788591356+00:00	 -	STARTING EMULATOR FOR MUTANT 9006
2023-12-07	00:30:01.800071426+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:30:02.670085431+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:30:02.671280477+00:00	 -	BEGIN RUNNING MUTANT 9006
2023-12-07	00:35:16.089497787+00:00	 -	END RUNNING MUTANT 9006
2023-12-07	00:35:16.090805864+00:00	 -	STOPPING EMULATOR FOR MUTANT 9006
2023-12-07	00:35:26.095186070+00:00	 -	STARTING EMULATOR FOR MUTANT 10006
2023-12-07	00:36:02.106652943+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:36:03.439472158+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:36:03.440722923+00:00	 -	BEGIN RUNNING MUTANT 10006
2023-12-07	00:41:14.040826258+00:00	 -	END RUNNING MUTANT 10006
2023-12-07	00:41:14.042082142+00:00	 -	STOPPING EMULATOR FOR MUTANT 10006
2023-12-07	00:41:24.049335773+00:00	 -	STARTING EMULATOR FOR MUTANT 11006
2023-12-07	00:42:00.061044346+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:42:00.870195975+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:42:00.871573882+00:00	 -	BEGIN RUNNING MUTANT 11006
2023-12-07	00:47:12.399069046+00:00	 -	END RUNNING MUTANT 11006
2023-12-07	00:47:12.400102566+00:00	 -	STOPPING EMULATOR FOR MUTANT 11006
2023-12-07	00:47:22.404932058+00:00	 -	STARTING EMULATOR FOR MUTANT 12006
2023-12-07	00:47:58.414965680+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:47:59.247408543+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:47:59.248945664+00:00	 -	BEGIN RUNNING MUTANT 12006
2023-12-07	00:53:07.579382824+00:00	 -	END RUNNING MUTANT 12006
2023-12-07	00:53:07.580342983+00:00	 -	STOPPING EMULATOR FOR MUTANT 12006
2023-12-07	00:53:17.584903388+00:00	 -	STARTING EMULATOR FOR MUTANT 13006
2023-12-07	00:53:53.596156767+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:53:54.219102134+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:53:54.220294354+00:00	 -	BEGIN RUNNING MUTANT 13006
2023-12-07	00:59:06.334963571+00:00	 -	END RUNNING MUTANT 13006
2023-12-07	00:59:06.336264502+00:00	 -	STOPPING EMULATOR FOR MUTANT 13006
2023-12-07	00:59:16.341134667+00:00	 -	STARTING EMULATOR FOR MUTANT 14006
2023-12-07	00:59:52.353323726+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	00:59:53.073953839+00:00	 -	END INSTALLING TEST APK
2023-12-07	00:59:53.075023960+00:00	 -	BEGIN RUNNING MUTANT 14006
2023-12-07	01:05:03.890355765+00:00	 -	END RUNNING MUTANT 14006
2023-12-07	01:05:03.891386671+00:00	 -	STOPPING EMULATOR FOR MUTANT 14006
2023-12-07	01:05:13.896027209+00:00	 -	STARTING EMULATOR FOR MUTANT 15006
2023-12-07	01:05:49.907594003+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	01:05:50.756669986+00:00	 -	END INSTALLING TEST APK
2023-12-07	01:05:50.757990983+00:00	 -	BEGIN RUNNING MUTANT 15006
2023-12-07	01:10:57.944408230+00:00	 -	END RUNNING MUTANT 15006
2023-12-07	01:10:57.945364488+00:00	 -	STOPPING EMULATOR FOR MUTANT 15006
2023-12-07	01:11:07.949051260+00:00	 -	STARTING EMULATOR FOR MUTANT 16006
2023-12-07	01:11:43.960535882+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	01:11:44.892605642+00:00	 -	END INSTALLING TEST APK
2023-12-07	01:11:44.893906685+00:00	 -	BEGIN RUNNING MUTANT 16006
2023-12-07	01:16:54.580278418+00:00	 -	END RUNNING MUTANT 16006
2023-12-07	01:16:54.581240036+00:00	 -	STOPPING EMULATOR FOR MUTANT 16006
2023-12-07	01:17:04.588849886+00:00	 -	STARTING EMULATOR FOR MUTANT 17006
2023-12-07	01:17:40.601140113+00:00	 -	BEGIN INSTALLING APP AND TEST APK
2023-12-07	01:17:41.471159080+00:00	 -	END INSTALLING TEST APK
2023-12-07	01:17:41.472293879+00:00	 -	BEGIN RUNNING MUTANT 17006
2023-12-07	01:22:51.200933800+00:00	 -	END RUNNING MUTANT 17006
2023-12-07	01:22:51.201836198+00:00	 -	STOPPING EMULATOR FOR MUTANT 17006
2023-12-07	01:23:01.206513748+00:00	 -	STARTING EMULATOR FOR MUTANT 18006
