-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;-2;-2;-2;0;-2;-2;-2;0;-2;-2;-2;1;0;0;0;0;0;0;0;-2;0;0;0
1000;-2;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0;0;-2;0;0;0
2000;-2;0;0;0;-2;-2;-2;0;-2;-2;0;0;0;0;0;0;0;0;0;-2;0;0;0
3000;-2;-2;-2;0;-2;-2;-2;0;-2;-2;-2;0;0;0;0;0;0;0;0;-2;0;0;0
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0
2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0
4002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;-2;-2;-2;0;-2;-2;-2;0;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0
5;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
4005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
5005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
8005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
9005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
10005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
11005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
12005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
13005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
14005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
15005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
16005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
17005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
18005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
19005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
20005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
21005;-2;-2;-2;-2;-2;-2;1;0;0;0;-2;-2;-2;-2;0;1;0;0;1;1;-2;-2;-2
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
1006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0
2006;1;;;;;;;;;;;;;;;;;;;;;;
