ORIGINAL_PROGRAM;-1
CenteredImageSpan_0_BinaryMutator;6
CenteredImageSpan_1_BinaryMutator;106
CenteredImageSpan_2_BinaryMutator;206
CenteredImageSpan_3_BinaryMutator;306
CenteredImageSpan_4_BinaryMutator;406
CenteredImageSpan_5_BinaryMutator;506
CenteredImageSpan_6_BinaryMutator;606
CenteredImageSpan_7_BinaryMutator;706
CenteredImageSpan_8_BinaryMutator;806
CenteredImageSpan_9_BinaryMutator;906
CenteredImageSpan_10_BinaryMutator;1006
CenteredImageSpan_11_BinaryMutator;1106
CenteredImageSpan_12_BinaryMutator;1206
CenteredImageSpan_13_BinaryMutator;1306
CenteredImageSpan_14_BinaryMutator;1406
CenteredImageSpan_15_BinaryMutator;1506
CenteredImageSpan_16_BinaryMutator;1606
MorphRectangleToCircle_0_BinaryMutator;7
MorphRectangleToCircle_1_BinaryMutator;107
SpinningImageButton_0_BinaryMutator;8
SpinningImageButton_1_BinaryMutator;108
SimplenoteEditText_0_BinaryMutator;11
SimplenoteEditText_1_BinaryMutator;111
SimplenoteEditText_2_BinaryMutator;211
SimplenoteEditText_3_BinaryMutator;311
SimplenoteEditText_4_BinaryMutator;411
SimplenoteEditText_5_BinaryMutator;511
SimplenoteEditText_6_BinaryMutator;611
SimplenoteEditText_7_BinaryMutator;711
MorphCircleToRectangle_0_BinaryMutator;13
MorphCircleToRectangle_1_BinaryMutator;113
Note_0_BinaryMutator;20
Note_1_BinaryMutator;120
Note_2_BinaryMutator;220
Note_3_BinaryMutator;320
Note_4_BinaryMutator;420
Note_5_BinaryMutator;520
Note_6_BinaryMutator;620
Note_7_BinaryMutator;720
Note_8_BinaryMutator;820
Note_9_BinaryMutator;920
ThemeUtils_0_BinaryMutator;26
AutoBullet_0_BinaryMutator;27
AutoBullet_1_BinaryMutator;127
AutoBullet_2_BinaryMutator;227
IconResizer_0_BinaryMutator;31
IconResizer_1_BinaryMutator;131
IconResizer_2_BinaryMutator;231
IconResizer_3_BinaryMutator;331
IconResizer_4_BinaryMutator;431
IconResizer_5_BinaryMutator;531
IconResizer_6_BinaryMutator;631
IconResizer_7_BinaryMutator;731
IconResizer_8_BinaryMutator;831
IconResizer_9_BinaryMutator;931
IconResizer_10_BinaryMutator;1031
IconResizer_11_BinaryMutator;1131
IconResizer_12_BinaryMutator;1231
IconResizer_13_BinaryMutator;1331
IconResizer_14_BinaryMutator;1431
UndoBarController_0_LengthyGUIListenerOperatorMutator;34
SearchTokenizer_0_BinaryMutator;35
SimplenoteLinkify_0_NullIntentOperatorMutator;37
SimplenoteLinkify_1_InvalidKeyIntentOperatorMutator;137
SimplenoteLinkify_2_RandomActionIntentDefinitionOperatorMutator;237
SimplenoteLinkify_3_NullValueIntentPutExtraOperatorMutator;337
SimplenoteLinkify_4_IntentPayloadReplacementOperatorMutator;437
SimplenoteLinkify_5_RandomActionIntentDefinitionOperatorMutator;537
SimplenoteLinkify_6_NullValueIntentPutExtraOperatorMutator;637
SimplenoteLinkify_7_IntentPayloadReplacementOperatorMutator;737
SimplenoteLinkify_8_RandomActionIntentDefinitionOperatorMutator;837
SimplenoteLinkify_9_NullValueIntentPutExtraOperatorMutator;937
SimplenoteLinkify_10_IntentPayloadReplacementOperatorMutator;1037
SimplenoteLinkify_11_RandomActionIntentDefinitionOperatorMutator;1137
SimplenoteLinkify_12_NullValueIntentPutExtraOperatorMutator;1237
SimplenoteLinkify_13_IntentPayloadReplacementOperatorMutator;1337
SimplenoteLinkify_14_RandomActionIntentDefinitionOperatorMutator;1437
SimplenoteLinkify_15_RandomActionIntentDefinitionOperatorMutator;1537
LinkTokenizer_0_BinaryMutator;40
SearchSnippetFormatter_0_BinaryMutator;41
SearchSnippetFormatter_1_BinaryMutator;141
SimplenoteProgressDialogFragment_0_LengthyGUICreationOperatorMutator;42
SimplenoteProgressDialogFragment_1_InvalidViewFocusOperatorMutator;142
SimplenoteProgressDialogFragment_2_ViewComponentNotVisibleOperatorMutator;242
ShareButtonAdapter_0_InvalidViewFocusOperatorMutator;44
ShareButtonAdapter_1_ViewComponentNotVisibleOperatorMutator;144
WidgetUtils_0_NullIntentOperatorMutator;46
WidgetUtils_1_RandomActionIntentDefinitionOperatorMutator;146
WidgetUtils_2_RandomActionIntentDefinitionOperatorMutator;246
WidgetUtils_3_NullValueIntentPutExtraOperatorMutator;346
WidgetUtils_4_IntentPayloadReplacementOperatorMutator;446
WidgetUtils_5_RandomActionIntentDefinitionOperatorMutator;546
WidgetUtils_6_NullIntentOperatorMutator;646
WidgetUtils_7_RandomActionIntentDefinitionOperatorMutator;746
WidgetUtils_8_RandomActionIntentDefinitionOperatorMutator;846
WidgetUtils_9_NullValueIntentPutExtraOperatorMutator;946
WidgetUtils_10_IntentPayloadReplacementOperatorMutator;1046
WidgetUtils_11_RandomActionIntentDefinitionOperatorMutator;1146
WidgetUtils_12_NullIntentOperatorMutator;1246
WidgetUtils_13_RandomActionIntentDefinitionOperatorMutator;1346
WidgetUtils_14_RandomActionIntentDefinitionOperatorMutator;1446
WidgetUtils_15_NullValueIntentPutExtraOperatorMutator;1546
WidgetUtils_16_IntentPayloadReplacementOperatorMutator;1646
WidgetUtils_17_RandomActionIntentDefinitionOperatorMutator;1746
WidgetUtils_18_NullIntentOperatorMutator;1846
WidgetUtils_19_RandomActionIntentDefinitionOperatorMutator;1946
WidgetUtils_20_RandomActionIntentDefinitionOperatorMutator;2046
WidgetUtils_21_NullValueIntentPutExtraOperatorMutator;2146
WidgetUtils_22_IntentPayloadReplacementOperatorMutator;2246
WidgetUtils_23_RandomActionIntentDefinitionOperatorMutator;2346
BrowserUtils_0_NullIntentOperatorMutator;47
BrowserUtils_1_InvalidKeyIntentOperatorMutator;147
BrowserUtils_2_RandomActionIntentDefinitionOperatorMutator;247
BrowserUtils_3_BuggyGUIListenerOperatorMutator;347
BrowserUtils_4_LengthyGUIListenerOperatorMutator;447
BrowserUtils_5_BuggyGUIListenerOperatorMutator;547
BrowserUtils_6_LengthyGUIListenerOperatorMutator;647
NoteUtils_0_NullIntentOperatorMutator;48
NoteUtils_1_RandomActionIntentDefinitionOperatorMutator;148
NoteUtils_2_NullValueIntentPutExtraOperatorMutator;248
NoteUtils_3_IntentPayloadReplacementOperatorMutator;348
NoteUtils_4_RandomActionIntentDefinitionOperatorMutator;448
NoteUtils_5_BuggyGUIListenerOperatorMutator;548
NoteUtils_6_LengthyGUIListenerOperatorMutator;648
ChecklistUtils_0_BinaryMutator;50
ChecklistUtils_1_BinaryMutator;150
ChecklistUtils_2_BinaryMutator;250
ChecklistUtils_3_BinaryMutator;350
ChecklistUtils_4_BinaryMutator;450
ChecklistUtils_5_BinaryMutator;550
ChecklistUtils_6_BinaryMutator;650
ChecklistUtils_7_BinaryMutator;750
ChecklistUtils_8_BinaryMutator;850
ChecklistUtils_9_BinaryMutator;950
ChecklistUtils_10_BinaryMutator;1050
NetworkUtils_0_BinaryMutator;52
NetworkUtils_1_BinaryMutator;152
NetworkUtils_2_BinaryMutator;252
NetworkUtils_3_BinaryMutator;352
SimplenoteMovementMethod_0_BinaryMutator;57
MatchOffsetHighlighter_0_BinaryMutator;59
MatchOffsetHighlighter_1_BinaryMutator;159
MatchOffsetHighlighter_2_BinaryMutator;259
MatchOffsetHighlighter_3_BinaryMutator;359
MatchOffsetHighlighter_4_BinaryMutator;459
MatchOffsetHighlighter_5_BinaryMutator;559
MatchOffsetHighlighter_6_BinaryMutator;659
MatchOffsetHighlighter_7_BinaryMutator;759
